id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
39301,29,female,High School,47758,9,RENT,2000,EDUCATION,15.05,0.04,9,590,Yes,0
39302,25,female,High School,111434,3,MORTGAGE,25000,EDUCATION,12.7,0.22,4,653,Yes,0
39303,28,male,Doctorate,99489,6,OWN,25000,EDUCATION,16.07,0.25,5,738,Yes,0
39304,23,male,Master,73080,0,RENT,5000,DEBTCONSOLIDATION,10.73,0.07,3,676,Yes,0
39305,34,male,Associate,170142,12,MORTGAGE,10000,PERSONAL,14.58,0.06,12,655,No,0
39306,25,female,Master,51037,0,OWN,7200,HOMEIMPROVEMENT,7.24,0.14,6,683,No,0
39307,32,male,Master,120639,10,MORTGAGE,6000,PERSONAL,10.99,0.05,7,666,No,0
39308,26,male,Bachelor,193391,4,RENT,8707,VENTURE,11.42,0.05,5,597,No,0
39309,24,male,High School,83071,0,MORTGAGE,3500,MEDICAL,7.63,0.04,5,587,Yes,0
39310,32,male,Associate,89642,8,MORTGAGE,5000,MEDICAL,10.65,0.06,10,589,Yes,0
39311,23,female,High School,84646,4,MORTGAGE,17000,PERSONAL,8.88,0.2,4,650,Yes,0
39312,30,male,Bachelor,145057,7,MORTGAGE,15000,EDUCATION,8.25,0.1,7,671,No,0
39313,32,male,High School,101744,10,MORTGAGE,1000,EDUCATION,8.93,0.01,13,550,Yes,0
39314,25,female,High School,81161,4,RENT,12000,EDUCATION,10.72,0.15,6,684,Yes,0
39315,27,female,Doctorate,87766,5,MORTGAGE,8966,DEBTCONSOLIDATION,10.98,0.1,4,677,Yes,0
39316,25,female,Master,49007,3,RENT,5000,DEBTCONSOLIDATION,12.42,0.1,3,480,Yes,0
39317,24,female,Associate,50564,2,RENT,4000,VENTURE,11.01,0.08,4,617,Yes,0
39318,23,male,Associate,44430,4,MORTGAGE,11436,MEDICAL,13.02,0.26,2,521,Yes,0
39319,23,male,Master,108120,0,MORTGAGE,16000,VENTURE,13.17,0.15,4,632,Yes,0
39320,23,female,Associate,60842,2,MORTGAGE,10000,EDUCATION,6.03,0.16,4,684,No,0
39321,32,male,Master,97366,13,RENT,10000,VENTURE,10.5,0.1,10,617,Yes,0
39322,31,female,High School,165962,9,MORTGAGE,25000,DEBTCONSOLIDATION,10.78,0.15,6,653,Yes,0
39323,32,female,Master,66846,11,RENT,9000,VENTURE,13.79,0.13,10,709,Yes,0
39324,37,female,High School,85083,15,RENT,6000,VENTURE,13.09,0.07,15,715,No,0
39325,23,female,Bachelor,91004,3,MORTGAGE,8000,MEDICAL,7.52,0.09,2,618,Yes,0
39326,23,male,Associate,31041,0,RENT,1772,EDUCATION,9.1,0.06,3,642,Yes,0
39327,28,male,Bachelor,60688,4,RENT,5896,PERSONAL,12.03,0.1,4,651,No,0
39328,24,male,High School,46373,0,OWN,13562,MEDICAL,11.59,0.29,5,610,Yes,0
39329,25,male,Associate,40713,1,RENT,3283,VENTURE,12.85,0.08,5,501,Yes,0
39330,29,female,Master,84191,6,RENT,2000,VENTURE,9.02,0.02,8,608,No,0
39331,44,female,Doctorate,129728,19,RENT,4823,PERSONAL,12.09,0.04,11,714,No,0
39332,33,female,Master,36150,11,OWN,1978,EDUCATION,8.36,0.05,9,611,Yes,0
39333,33,female,High School,67043,10,MORTGAGE,8000,PERSONAL,11.14,0.12,9,616,Yes,0
39334,23,female,Master,72725,0,RENT,8000,EDUCATION,11.36,0.11,4,626,No,0
39335,23,male,High School,49296,0,RENT,10000,MEDICAL,11.01,0.2,2,601,Yes,0
39336,23,female,Master,35177,0,RENT,5000,EDUCATION,11.65,0.14,3,714,Yes,0
39337,25,male,Bachelor,133435,5,MORTGAGE,8000,VENTURE,8.25,0.06,4,634,No,0
39338,32,female,Bachelor,61133,8,MORTGAGE,2500,PERSONAL,13.49,0.04,10,613,No,0
39339,25,female,Associate,115618,5,RENT,12000,EDUCATION,11.23,0.1,4,665,Yes,0
39340,34,male,Associate,150838,11,MORTGAGE,20000,DEBTCONSOLIDATION,9.68,0.13,7,576,Yes,0
39341,26,male,Associate,37235,5,RENT,1000,EDUCATION,9.53,0.03,3,491,Yes,0
39342,23,female,High School,31975,1,MORTGAGE,7024,DEBTCONSOLIDATION,13.16,0.22,4,673,Yes,0
39343,26,female,Bachelor,120974,3,MORTGAGE,15000,DEBTCONSOLIDATION,12.54,0.12,4,542,Yes,0
39344,27,male,Associate,120446,2,MORTGAGE,20000,MEDICAL,6.21,0.17,7,610,Yes,0
39345,25,female,High School,76844,0,RENT,5000,EDUCATION,10.23,0.07,3,516,Yes,0
39346,45,female,Bachelor,72702,24,MORTGAGE,4800,MEDICAL,10.99,0.07,15,721,No,0
39347,35,female,Bachelor,61917,14,RENT,8000,VENTURE,10.2,0.13,15,693,No,0
39348,31,male,Associate,77788,11,MORTGAGE,9000,PERSONAL,6.57,0.12,5,622,Yes,0
39349,25,female,Bachelor,55271,2,MORTGAGE,5000,EDUCATION,9.57,0.09,4,687,No,0
39350,23,male,High School,116721,0,MORTGAGE,25179,EDUCATION,15.45,0.22,3,658,Yes,0
39351,22,male,Bachelor,61334,0,OWN,6000,VENTURE,11.83,0.1,2,552,Yes,0
39352,28,male,High School,108951,2,RENT,16000,EDUCATION,11.86,0.15,10,677,Yes,0
39353,24,male,Bachelor,34643,0,RENT,7120,DEBTCONSOLIDATION,10.79,0.21,5,564,Yes,0
39354,34,male,Associate,32829,11,RENT,2000,EDUCATION,11.14,0.06,12,654,Yes,0
39355,24,male,Associate,37073,0,RENT,6000,EDUCATION,11.93,0.16,4,623,No,0
39356,32,male,Bachelor,73230,10,RENT,6500,HOMEIMPROVEMENT,11,0.09,6,687,Yes,0
39357,30,female,High School,38363,5,RENT,4000,DEBTCONSOLIDATION,11.76,0.1,8,678,No,0
39358,23,male,Master,49247,5,MORTGAGE,5000,MEDICAL,7.68,0.1,4,627,No,0
39359,21,male,Bachelor,54806,0,RENT,6000,MEDICAL,10.82,0.11,3,536,Yes,0
39360,25,male,High School,144627,2,MORTGAGE,14000,MEDICAL,10.5,0.1,5,679,Yes,0
39361,23,female,Bachelor,58334,1,RENT,8000,DEBTCONSOLIDATION,12.99,0.14,4,663,Yes,0
39362,23,male,Associate,27065,0,RENT,2000,MEDICAL,8.52,0.07,3,622,Yes,0
39363,27,female,Bachelor,99758,7,MORTGAGE,19679,DEBTCONSOLIDATION,10.37,0.2,8,661,No,0
39364,23,female,High School,30894,0,RENT,5583,PERSONAL,7.95,0.18,4,646,Yes,0
39365,24,male,Associate,110475,1,MORTGAGE,3058,HOMEIMPROVEMENT,8.52,0.03,3,622,Yes,0
39366,33,male,Associate,66961,10,RENT,10000,MEDICAL,11.19,0.15,7,665,Yes,0
39367,22,female,Master,82548,0,RENT,13000,VENTURE,7.88,0.16,3,589,Yes,0
39368,24,female,Bachelor,96895,3,MORTGAGE,10000,MEDICAL,9.07,0.1,4,637,Yes,0
39369,31,male,Bachelor,52180,9,RENT,6467,EDUCATION,8.04,0.12,10,550,Yes,0
39370,29,male,Master,120762,7,RENT,10000,VENTURE,9.21,0.08,9,572,Yes,0
39371,24,female,High School,58573,0,RENT,2800,VENTURE,12.53,0.05,4,647,Yes,0
39372,30,female,Bachelor,222763,10,MORTGAGE,6000,VENTURE,10.73,0.03,12,641,No,0
39373,28,male,Associate,42846,6,RENT,6000,MEDICAL,11.97,0.14,10,655,No,0
39374,28,male,Bachelor,60864,5,RENT,8000,MEDICAL,13.57,0.13,10,652,Yes,0
39375,27,female,Associate,78041,2,MORTGAGE,14425,MEDICAL,9.15,0.18,5,645,Yes,0
39376,26,male,Bachelor,96827,6,MORTGAGE,15000,PERSONAL,12.76,0.15,3,656,No,0
39377,23,female,Associate,120893,0,MORTGAGE,10000,PERSONAL,8.97,0.08,3,627,No,0
39378,31,female,Bachelor,30756,4,RENT,5000,VENTURE,8.15,0.16,10,603,Yes,0
39379,26,female,High School,160147,2,MORTGAGE,12000,HOMEIMPROVEMENT,12.4,0.07,3,666,No,0
39380,28,male,Bachelor,27186,7,MORTGAGE,1529,MEDICAL,13.66,0.06,7,660,Yes,0
39381,22,male,Bachelor,70638,0,RENT,4500,EDUCATION,7.49,0.06,5,601,Yes,0
39382,21,female,Master,32546,0,RENT,7500,DEBTCONSOLIDATION,7.12,0.23,4,661,Yes,0
39383,39,male,High School,47302,17,MORTGAGE,9500,PERSONAL,10.45,0.2,11,636,Yes,0
39384,27,male,Bachelor,66506,2,MORTGAGE,5500,VENTURE,8.41,0.08,5,684,Yes,0
39385,23,male,High School,120741,0,MORTGAGE,10000,EDUCATION,10.25,0.08,4,658,No,0
39386,29,male,Master,87259,7,MORTGAGE,10000,DEBTCONSOLIDATION,6.48,0.11,10,663,Yes,0
39387,25,male,High School,51325,1,MORTGAGE,22267,VENTURE,11.14,0.43,4,705,Yes,0
39388,31,male,High School,88675,5,RENT,14180,DEBTCONSOLIDATION,14.15,0.16,7,606,No,0
39389,33,female,Bachelor,62900,9,MORTGAGE,10641,VENTURE,9.9,0.17,13,682,No,0
39390,26,female,High School,58735,6,MORTGAGE,4500,DEBTCONSOLIDATION,5.55,0.08,3,622,Yes,0
39391,24,female,Associate,97137,2,MORTGAGE,6000,DEBTCONSOLIDATION,6.77,0.06,4,677,Yes,0
39392,29,female,High School,41483,8,RENT,4000,MEDICAL,9.56,0.1,5,653,No,0
39393,28,male,Doctorate,145004,4,MORTGAGE,5000,VENTURE,6.44,0.03,8,716,Yes,0
39394,24,male,Master,50067,0,RENT,1124,PERSONAL,9.44,0.02,3,703,No,0
39395,26,male,Bachelor,61029,6,MORTGAGE,2000,EDUCATION,11,0.03,5,655,No,0
39396,25,female,Associate,73199,1,RENT,8000,EDUCATION,5.82,0.11,3,588,Yes,0
39397,26,female,Associate,65711,4,RENT,6600,PERSONAL,11.97,0.1,4,641,Yes,0
39398,26,male,Associate,87833,3,RENT,3000,HOMEIMPROVEMENT,8.02,0.03,2,611,Yes,0
39399,31,female,High School,253174,7,MORTGAGE,24262,PERSONAL,12.83,0.1,7,650,No,0
39400,23,female,High School,67459,0,RENT,7500,DEBTCONSOLIDATION,7.02,0.11,3,645,No,0
39401,27,female,Associate,73372,0,MORTGAGE,14455,MEDICAL,12.39,0.2,6,561,Yes,0
39402,25,female,Associate,25861,4,RENT,4800,VENTURE,8.9,0.19,4,681,No,0
39403,23,female,Associate,49214,1,MORTGAGE,2100,MEDICAL,6.29,0.04,2,631,No,0
39404,38,female,Master,240705,14,MORTGAGE,25000,EDUCATION,8.89,0.1,13,600,No,0
39405,28,female,High School,150989,5,RENT,10000,VENTURE,9.65,0.07,9,546,Yes,0
39406,32,male,Bachelor,63441,8,RENT,4000,MEDICAL,10.42,0.06,9,580,Yes,0
39407,28,male,Bachelor,102628,3,MORTGAGE,8024,EDUCATION,11.55,0.08,6,606,Yes,0
39408,34,female,Master,133213,10,MORTGAGE,15000,EDUCATION,11.09,0.11,8,599,Yes,0
39409,24,male,Associate,71832,0,RENT,7377,EDUCATION,7.39,0.1,2,553,Yes,0
39410,24,male,High School,77451,4,RENT,3500,EDUCATION,10.19,0.05,5,578,Yes,0
39411,28,female,Bachelor,40276,5,RENT,7595,PERSONAL,8.44,0.19,10,635,Yes,0
39412,38,female,High School,936941,15,MORTGAGE,7444,PERSONAL,12.08,0.01,16,657,Yes,0
39413,28,male,Associate,73038,6,MORTGAGE,20000,VENTURE,11.72,0.27,5,538,No,0
39414,23,male,Bachelor,102162,0,MORTGAGE,23000,EDUCATION,12.55,0.23,4,619,Yes,0
39415,26,male,Master,70553,1,MORTGAGE,6000,MEDICAL,5.49,0.09,5,695,No,0
39416,27,female,Bachelor,45697,5,RENT,6000,MEDICAL,9.54,0.13,5,606,Yes,0
39417,26,female,High School,85288,3,RENT,8000,EDUCATION,15.51,0.09,4,663,No,0
39418,35,female,Associate,55524,16,MORTGAGE,16750,EDUCATION,8.02,0.3,13,591,No,0
39419,32,male,Associate,577028,11,MORTGAGE,10275,DEBTCONSOLIDATION,10.05,0.02,8,705,No,0
39420,24,male,Master,120949,0,RENT,6000,PERSONAL,12.98,0.05,4,667,No,0
39421,30,male,Associate,81638,7,MORTGAGE,10000,HOMEIMPROVEMENT,8.08,0.12,9,683,Yes,0
39422,34,female,High School,216863,9,MORTGAGE,12910,DEBTCONSOLIDATION,12.44,0.06,8,644,Yes,0
39423,22,female,Bachelor,33631,0,RENT,8000,VENTURE,9,0.24,4,599,Yes,0
39424,26,male,High School,87097,5,MORTGAGE,16855,MEDICAL,9.03,0.19,6,669,Yes,0
39425,31,female,Bachelor,216811,9,MORTGAGE,12549,DEBTCONSOLIDATION,6.87,0.06,7,556,Yes,0
39426,33,male,High School,97054,9,MORTGAGE,23959,DEBTCONSOLIDATION,13.88,0.25,7,636,No,0
39427,25,male,Bachelor,55269,2,RENT,11247,PERSONAL,9.57,0.2,3,673,No,0
39428,29,male,Associate,95339,3,MORTGAGE,4800,VENTURE,8.14,0.05,5,586,Yes,0
39429,35,male,Master,81423,12,MORTGAGE,10000,HOMEIMPROVEMENT,10.58,0.12,11,608,Yes,0
39430,24,male,Bachelor,78812,0,RENT,5000,EDUCATION,12.16,0.06,2,644,Yes,0
39431,30,male,Associate,97314,7,RENT,14000,EDUCATION,11.96,0.14,7,695,No,0
39432,33,female,Bachelor,138904,12,RENT,14398,VENTURE,11.11,0.1,5,621,Yes,0
39433,27,male,Master,72905,7,MORTGAGE,29924,VENTURE,14.17,0.41,4,714,Yes,0
39434,26,female,High School,67074,6,MORTGAGE,6338,EDUCATION,10.66,0.09,4,597,No,0
39435,26,male,Associate,52858,5,MORTGAGE,11000,MEDICAL,8.83,0.21,4,601,No,0
39436,28,male,Doctorate,37116,8,RENT,8400,EDUCATION,12.06,0.23,10,654,No,0
39437,23,male,Associate,121059,0,MORTGAGE,15000,EDUCATION,11.87,0.12,2,613,Yes,0
39438,28,female,High School,49136,6,RENT,9000,EDUCATION,13.77,0.18,5,673,Yes,0
39439,30,male,Bachelor,51400,6,RENT,11000,PERSONAL,10.44,0.21,10,514,Yes,0
39440,28,male,Associate,33142,1,RENT,2736,PERSONAL,9.63,0.08,5,643,Yes,0
39441,23,female,High School,108863,0,MORTGAGE,8000,EDUCATION,10.85,0.07,3,589,Yes,0
39442,42,female,Master,85145,18,RENT,11834,DEBTCONSOLIDATION,9.3,0.14,17,737,No,0
39443,26,female,Associate,75020,4,MORTGAGE,2126,EDUCATION,12.04,0.03,3,723,Yes,0
39444,24,male,Master,24962,0,RENT,2000,MEDICAL,12.33,0.08,5,532,Yes,0
39445,25,male,Associate,62022,3,RENT,9000,EDUCATION,11.77,0.15,4,647,Yes,0
39446,26,male,Bachelor,69516,1,MORTGAGE,11475,EDUCATION,8.1,0.17,4,676,Yes,0
39447,27,male,High School,104408,4,MORTGAGE,20000,EDUCATION,10.76,0.19,5,654,Yes,0
39448,24,male,Master,130618,0,MORTGAGE,3994,VENTURE,12.69,0.03,4,687,Yes,0
39449,25,female,Bachelor,87115,3,OWN,16000,VENTURE,16.64,0.18,3,626,Yes,0
39450,31,male,Doctorate,58601,6,MORTGAGE,5000,DEBTCONSOLIDATION,12.25,0.09,6,660,Yes,0
39451,26,male,Associate,120843,0,MORTGAGE,8000,MEDICAL,11.4,0.07,5,586,Yes,0
39452,33,male,Master,68554,9,RENT,10000,EDUCATION,9.84,0.15,6,636,Yes,0
39453,25,male,High School,87516,4,MORTGAGE,4890,DEBTCONSOLIDATION,7.3,0.06,3,668,Yes,0
39454,39,female,Associate,103153,19,RENT,12000,HOMEIMPROVEMENT,7.14,0.12,13,479,Yes,0
39455,26,male,Master,31184,3,RENT,1530,PERSONAL,12.76,0.05,2,655,Yes,0
39456,28,male,Bachelor,60042,5,RENT,4795,EDUCATION,14.18,0.08,8,633,Yes,0
39457,22,female,Bachelor,36519,0,RENT,5000,EDUCATION,13.26,0.14,4,476,Yes,0
39458,29,male,Master,34379,5,RENT,4800,MEDICAL,11.62,0.14,7,671,No,0
39459,38,male,Associate,43100,12,RENT,5000,VENTURE,14.99,0.12,15,681,No,0
39460,25,female,Associate,91618,4,MORTGAGE,14500,MEDICAL,9.63,0.16,4,600,Yes,0
39461,26,male,Bachelor,45379,1,RENT,3585,EDUCATION,11.89,0.08,4,492,Yes,0
39462,23,male,Associate,192853,0,MORTGAGE,7000,EDUCATION,8.96,0.04,4,563,Yes,0
39463,24,female,Master,87338,0,RENT,10000,PERSONAL,7.45,0.11,3,648,Yes,0
39464,23,female,Bachelor,78596,0,MORTGAGE,5500,DEBTCONSOLIDATION,6.39,0.07,2,638,Yes,0
39465,28,male,Associate,138859,4,MORTGAGE,5000,DEBTCONSOLIDATION,7.55,0.04,8,514,Yes,0
39466,26,male,High School,47385,7,RENT,7647,MEDICAL,9.76,0.16,6,651,Yes,0
39467,27,male,Associate,60966,3,RENT,8481,VENTURE,13.9,0.14,6,647,Yes,0
39468,27,female,Bachelor,54284,4,RENT,2500,PERSONAL,11.58,0.05,6,693,No,0
39469,30,male,Master,51706,7,RENT,4383,MEDICAL,12.13,0.08,5,668,No,0
39470,22,female,Bachelor,51350,0,RENT,3098,MEDICAL,6.96,0.06,4,607,Yes,0
39471,24,female,Associate,51598,0,MORTGAGE,19200,VENTURE,7.9,0.37,4,598,No,0
39472,25,female,High School,100544,4,MORTGAGE,25000,DEBTCONSOLIDATION,12.37,0.25,3,458,Yes,0
39473,25,male,Associate,97236,2,RENT,10000,VENTURE,10.98,0.1,4,688,No,0
39474,39,male,High School,97373,18,MORTGAGE,12000,HOMEIMPROVEMENT,8.88,0.12,13,596,Yes,0
39475,31,female,Master,73089,5,RENT,8000,MEDICAL,8.93,0.11,6,633,No,0
39476,24,female,Associate,108667,0,RENT,10000,PERSONAL,7.5,0.09,2,639,Yes,0
39477,30,female,Associate,43012,8,RENT,2700,DEBTCONSOLIDATION,12.21,0.06,5,662,No,0
39478,24,male,High School,43109,5,RENT,1000,VENTURE,12.44,0.02,4,541,Yes,0
39479,25,female,Bachelor,43827,3,MORTGAGE,5997,PERSONAL,7.81,0.14,4,633,Yes,0
39480,26,male,Master,58445,6,RENT,6000,EDUCATION,9.78,0.1,4,701,No,0
39481,23,female,Associate,44010,1,MORTGAGE,18367,PERSONAL,7.89,0.42,4,606,Yes,0
39482,26,male,High School,98598,1,RENT,8371,PERSONAL,9.57,0.08,6,656,Yes,0
39483,30,male,Bachelor,94563,8,MORTGAGE,4589,VENTURE,7.7,0.05,8,654,No,0
39484,23,female,Bachelor,72644,0,RENT,8000,EDUCATION,9.74,0.11,4,710,Yes,0
39485,23,male,Associate,74226,0,MORTGAGE,2473,DEBTCONSOLIDATION,7.43,0.03,3,639,Yes,0
39486,24,female,High School,54840,0,MORTGAGE,9100,MEDICAL,8.34,0.17,4,655,No,0
39487,22,female,Master,59950,3,MORTGAGE,2400,EDUCATION,5.79,0.04,4,663,Yes,0
39488,27,female,Bachelor,75524,3,RENT,15000,HOMEIMPROVEMENT,11.01,0.2,8,691,Yes,0
39489,23,female,High School,60771,1,MORTGAGE,6000,DEBTCONSOLIDATION,6.33,0.1,3,607,No,0
39490,39,female,Associate,84685,15,MORTGAGE,10000,MEDICAL,9.52,0.12,14,686,No,0
39491,26,male,Associate,32219,5,RENT,6334,MEDICAL,8.57,0.2,6,687,No,0
39492,32,female,High School,54917,9,RENT,5000,DEBTCONSOLIDATION,10.1,0.09,6,636,No,0
39493,25,female,High School,97252,3,MORTGAGE,10000,DEBTCONSOLIDATION,6.51,0.1,4,580,Yes,0
39494,24,male,Bachelor,78712,2,RENT,3600,EDUCATION,11.96,0.05,4,658,No,0
39495,39,male,High School,53602,15,RENT,6000,MEDICAL,10.37,0.11,13,651,Yes,0
39496,23,male,Associate,54934,0,MORTGAGE,3200,MEDICAL,6.88,0.06,4,588,No,0
39497,33,female,Bachelor,68550,9,RENT,6500,PERSONAL,6.35,0.09,6,692,Yes,0
39498,27,male,High School,112010,7,MORTGAGE,17500,VENTURE,10.9,0.16,8,535,Yes,0
39499,23,male,Bachelor,72876,1,MORTGAGE,6178,MEDICAL,9.31,0.08,3,566,Yes,0
39500,26,male,Associate,54717,1,RENT,2476,MEDICAL,12.28,0.05,5,673,No,0
39501,33,female,Bachelor,37026,14,RENT,2972,DEBTCONSOLIDATION,10.71,0.08,8,677,No,0
39502,28,female,Bachelor,76390,4,MORTGAGE,7312,MEDICAL,9.62,0.1,7,574,No,0
39503,23,male,Bachelor,44359,1,RENT,6500,MEDICAL,9.99,0.15,3,640,No,0
39504,35,female,High School,62386,14,MORTGAGE,10000,VENTURE,11.62,0.16,13,626,Yes,0
39505,42,male,Associate,87308,16,RENT,7000,MEDICAL,13.77,0.08,14,704,No,0
39506,28,female,Bachelor,42847,6,RENT,4250,PERSONAL,14.7,0.1,6,619,Yes,0
39507,31,female,Associate,67157,7,RENT,3000,VENTURE,11.01,0.04,8,643,Yes,0
39508,27,female,Bachelor,84808,2,RENT,15000,PERSONAL,16.44,0.18,5,653,Yes,0
39509,30,male,Bachelor,156863,5,MORTGAGE,20000,EDUCATION,9.57,0.13,7,614,Yes,0
39510,25,male,Associate,61413,2,RENT,8000,PERSONAL,14.72,0.13,3,639,Yes,0
39511,26,male,High School,96790,2,MORTGAGE,2500,EDUCATION,11.44,0.03,3,512,Yes,0
39512,26,female,Associate,66096,0,MORTGAGE,4000,HOMEIMPROVEMENT,5.53,0.06,3,646,Yes,0
39513,24,female,Associate,120739,1,MORTGAGE,6000,PERSONAL,8.3,0.05,2,666,No,0
39514,23,male,Master,95945,3,RENT,11066,HOMEIMPROVEMENT,12.96,0.12,4,625,Yes,0
39515,30,female,Associate,39201,9,RENT,6595,VENTURE,14.65,0.17,9,658,No,0
39516,32,female,Master,49047,12,RENT,7500,PERSONAL,8.94,0.15,7,676,Yes,0
39517,43,female,High School,44554,21,MORTGAGE,5000,VENTURE,10.01,0.11,17,701,No,0
39518,25,female,Associate,40975,1,RENT,3235,VENTURE,7.03,0.08,4,568,No,0
39519,26,female,Bachelor,80460,5,MORTGAGE,15000,VENTURE,10.27,0.19,4,674,Yes,0
39520,33,female,Associate,94247,8,MORTGAGE,12000,VENTURE,10.19,0.13,9,629,Yes,0
39521,29,male,Associate,152491,6,MORTGAGE,15000,HOMEIMPROVEMENT,7.88,0.1,8,675,No,0
39522,24,female,Associate,32484,0,RENT,7138,EDUCATION,6.06,0.22,4,660,Yes,0
39523,41,male,High School,152508,18,MORTGAGE,5870,VENTURE,9.83,0.04,12,704,No,0
39524,27,male,High School,80494,4,MORTGAGE,10000,VENTURE,8.08,0.12,7,645,Yes,0
39525,27,male,High School,40556,7,RENT,2000,DEBTCONSOLIDATION,12.1,0.05,5,591,No,0
39526,28,male,Associate,112986,3,MORTGAGE,3000,DEBTCONSOLIDATION,10.07,0.03,9,654,Yes,0
39527,31,female,Master,65792,12,MORTGAGE,20870,VENTURE,9.16,0.32,9,698,No,0
39528,23,male,High School,70049,0,MORTGAGE,6000,MEDICAL,10.1,0.09,3,646,Yes,0
39529,30,female,Master,55117,5,RENT,8558,EDUCATION,12.02,0.16,5,572,Yes,0
39530,22,male,Bachelor,65915,0,MORTGAGE,7000,MEDICAL,10.97,0.11,3,571,Yes,0
39531,28,female,Bachelor,144992,3,MORTGAGE,3701,VENTURE,12.64,0.03,8,550,Yes,0
39532,25,male,Master,121396,1,MORTGAGE,20000,HOMEIMPROVEMENT,6.52,0.16,6,710,Yes,0
39533,23,male,High School,105524,2,MORTGAGE,7500,DEBTCONSOLIDATION,10.94,0.07,2,686,No,0
39534,26,male,Associate,49016,3,RENT,5000,DEBTCONSOLIDATION,10.07,0.1,3,594,No,0
39535,33,male,Associate,53857,12,RENT,9267,MEDICAL,7.4,0.17,7,681,Yes,0
39536,24,female,Associate,59576,0,MORTGAGE,2404,VENTURE,7.63,0.04,3,649,Yes,0
39537,44,female,High School,77808,18,MORTGAGE,6000,VENTURE,7.57,0.08,14,569,Yes,0
39538,30,male,Master,534208,8,MORTGAGE,25000,EDUCATION,9.89,0.05,6,701,Yes,0
39539,34,male,Master,59369,9,MORTGAGE,5000,MEDICAL,7.51,0.08,9,714,Yes,0
39540,25,female,Master,52699,3,RENT,2067,EDUCATION,11.45,0.04,4,649,Yes,0
39541,23,male,High School,87421,1,MORTGAGE,13010,MEDICAL,10.84,0.15,3,641,Yes,0
39542,23,male,Associate,26582,0,RENT,6000,EDUCATION,15.27,0.23,2,650,Yes,0
39543,24,male,Master,109156,0,MORTGAGE,7500,DEBTCONSOLIDATION,11.02,0.07,4,673,No,0
39544,33,male,Bachelor,78955,10,MORTGAGE,12000,VENTURE,9.74,0.15,7,549,Yes,0
39545,33,male,Bachelor,56224,11,RENT,6000,EDUCATION,8.74,0.11,8,630,Yes,0
39546,23,female,Bachelor,60901,0,RENT,7200,VENTURE,10.1,0.12,4,654,Yes,0
39547,23,male,Associate,140806,0,MORTGAGE,11000,EDUCATION,8.39,0.08,3,649,Yes,0
39548,31,male,Bachelor,109299,10,MORTGAGE,18000,MEDICAL,9.96,0.16,9,708,Yes,0
39549,30,female,Associate,156689,6,RENT,8414,MEDICAL,12.95,0.05,5,674,Yes,0
39550,24,female,Bachelor,91150,5,RENT,12000,PERSONAL,12.04,0.13,4,658,Yes,0
39551,24,male,Associate,49733,2,MORTGAGE,7989,HOMEIMPROVEMENT,6.76,0.16,3,496,Yes,0
39552,24,female,High School,36679,2,MORTGAGE,3000,DEBTCONSOLIDATION,6.53,0.08,6,658,Yes,0
39553,26,male,Associate,48922,3,RENT,3600,EDUCATION,7.5,0.07,4,590,Yes,0
39554,29,female,Bachelor,82698,11,MORTGAGE,1760,EDUCATION,9.87,0.02,9,700,No,0
39555,25,female,High School,87319,2,RENT,8000,DEBTCONSOLIDATION,8.35,0.09,4,691,Yes,0
39556,24,female,Master,31033,1,OWN,5000,VENTURE,8.2,0.16,3,685,No,0
39557,35,male,High School,46978,8,OWN,10000,DEBTCONSOLIDATION,9.25,0.21,7,577,Yes,0
39558,36,female,Associate,141689,16,MORTGAGE,15284,PERSONAL,9.95,0.11,11,649,No,0
39559,25,male,Bachelor,84706,0,RENT,10000,MEDICAL,8.95,0.12,3,574,Yes,0
39560,24,female,Master,43297,0,MORTGAGE,9600,VENTURE,9.99,0.22,3,604,Yes,0
39561,37,female,Master,29721,13,OWN,7617,HOMEIMPROVEMENT,11.48,0.26,11,699,No,0
39562,22,male,High School,79142,0,RENT,13000,EDUCATION,14.24,0.16,4,694,Yes,0
39563,24,female,High School,41374,2,RENT,4450,MEDICAL,11.49,0.11,4,565,Yes,0
39564,33,female,High School,101967,10,RENT,9000,EDUCATION,5.92,0.09,10,546,No,0
39565,24,male,Associate,133084,4,RENT,20000,VENTURE,10.45,0.15,4,625,Yes,0
39566,25,male,Associate,73368,1,MORTGAGE,4000,EDUCATION,6.45,0.05,4,691,Yes,0
39567,23,female,Master,27118,0,OWN,4400,PERSONAL,12.53,0.16,3,678,Yes,0
39568,28,male,Bachelor,41783,5,RENT,5500,PERSONAL,13.01,0.13,5,559,Yes,0
39569,33,female,Master,52769,10,OWN,15000,MEDICAL,6.89,0.28,9,552,Yes,0
39570,28,male,High School,70490,7,RENT,4000,EDUCATION,7.16,0.06,9,641,No,0
39571,32,male,Master,60930,12,RENT,6000,PERSONAL,9.37,0.1,8,683,No,0
39572,24,female,Bachelor,96943,1,MORTGAGE,10000,EDUCATION,10.76,0.1,3,697,No,0
39573,24,male,High School,103004,0,MORTGAGE,9600,EDUCATION,10.9,0.09,4,622,No,0
39574,29,male,High School,72748,5,MORTGAGE,5000,PERSONAL,11.01,0.07,8,589,Yes,0
